Camera,Timestamp,Year,Month,Total Offenses,Total Unique Offenders,New Offenders This Month,Repeat Offenders,Repeat Offenders Within The Year,Repeat Offenders Within Past 6 Months,Repeat Offenders Within The Month
2335 W CERMAK RD,3,2014,8,153,146,0,0,0,0,0
2335 W CERMAK RD,4,2014,9,230,221,75,2,2,2,2
2335 W CERMAK RD,5,2014,10,277,267,46,1,1,1,1
2335 W CERMAK RD,6,2014,11,284,274,7,0,0,0,0
2335 W CERMAK RD,7,2014,12,298,288,14,0,0,0,0
2335 W CERMAK RD,8,2015,1,315,304,16,1,1,1,0
2335 W CERMAK RD,9,2015,2,326,315,11,0,0,0,0
2335 W CERMAK RD,10,2015,3,360,349,34,0,0,0,0
2335 W CERMAK RD,11,2015,4,398,387,38,0,0,0,0
2335 W CERMAK RD,12,2015,5,452,438,51,3,3,3,2
2335 W CERMAK RD,13,2015,6,503,484,46,5,5,4,0
2335 W CERMAK RD,14,2015,7,573,549,65,5,5,5,0
2335 W CERMAK RD,14,2015,8,573,549,0,0,0,0,0
2335 W CERMAK RD,15,2015,9,618,592,43,2,2,2,2
2335 W CERMAK RD,16,2015,10,662,635,43,1,1,1,0
2335 W CERMAK RD,17,2015,11,699,668,33,4,4,4,1
2335 W CERMAK RD,18,2015,12,716,684,16,1,0,0,0
2335 W CERMAK RD,19,2016,1,728,695,11,1,1,1,0
2335 W CERMAK RD,20,2016,2,751,718,23,0,0,0,0
2335 W CERMAK RD,21,2016,3,771,738,20,0,0,0,0
2335 W CERMAK RD,22,2016,4,784,750,12,1,1,0,0
2335 W CERMAK RD,23,2016,5,823,788,38,1,1,1,1
2335 W CERMAK RD,24,2016,6,833,798,10,0,0,0,0
2335 W CERMAK RD,24,2016,7,833,798,0,0,0,0,0
2335 W CERMAK RD,24,2016,8,833,798,0,0,0,0,0
2335 W CERMAK RD,25,2016,9,847,812,14,0,0,0,0
2335 W CERMAK RD,26,2016,10,869,834,22,0,0,0,0
2335 W CERMAK RD,27,2016,11,879,843,9,1,1,1,0
2335 W CERMAK RD,28,2016,12,887,851,8,0,0,0,0
2335 W CERMAK RD,29,2017,1,893,857,6,0,0,0,0
2335 W CERMAK RD,30,2017,2,896,860,3,0,0,0,0
2335 W CERMAK RD,31,2017,3,913,876,16,1,0,0,0
2335 W CERMAK RD,32,2017,4,929,892,16,0,0,0,0
2335 W CERMAK RD,33,2017,5,948,911,19,0,0,0,0
2335 W CERMAK RD,34,2017,6,957,920,9,0,0,0,0
2335 W CERMAK RD,34,2017,7,957,920,0,0,0,0,0
2335 W CERMAK RD,34,2017,8,957,920,0,0,0,0,0
2335 W CERMAK RD,35,2017,9,1000,963,43,0,0,0,0
2335 W CERMAK RD,36,2017,10,1012,975,12,0,0,0,0
2335 W CERMAK RD,37,2017,11,1025,988,13,0,0,0,0
2335 W CERMAK RD,38,2017,12,1037,1000,12,0,0,0,0
2335 W CERMAK RD,39,2018,1,1042,1005,5,0,0,0,0
2335 W CERMAK RD,40,2018,2,1061,1023,18,1,1,1,0
2335 W CERMAK RD,41,2018,3,1076,1038,15,0,0,0,0
2335 W CERMAK RD,42,2018,4,1098,1060,22,0,0,0,0
2335 W CERMAK RD,42,2018,5,1098,1060,0,0,0,0,0
2416 W 103RD ST,1,2014,11,3,3,3,0,0,0,0
2416 W 103RD ST,2,2014,12,62,59,56,3,3,3,3
2416 W 103RD ST,3,2015,1,94,90,31,1,1,1,0
2416 W 103RD ST,4,2015,2,129,123,33,2,2,2,1
2416 W 103RD ST,5,2015,3,176,163,40,7,7,7,6
2416 W 103RD ST,6,2015,4,212,195,32,4,4,4,2
2416 W 103RD ST,7,2015,5,251,230,35,4,4,4,2
2416 W 103RD ST,8,2015,6,297,268,38,8,8,8,2
2416 W 103RD ST,9,2015,7,369,333,65,7,7,7,4
2416 W 103RD ST,10,2015,8,445,398,65,11,11,10,3
2416 W 103RD ST,11,2015,9,566,505,107,14,14,13,9
2416 W 103RD ST,12,2015,10,713,626,121,26,26,26,5
2416 W 103RD ST,13,2015,11,835,729,103,19,19,16,5
2416 W 103RD ST,14,2015,12,941,820,91,15,15,13,3
2416 W 103RD ST,15,2016,1,1043,904,84,18,18,15,3
2416 W 103RD ST,16,2016,2,1135,979,75,17,16,12,1
2416 W 103RD ST,17,2016,3,1225,1057,78,12,11,8,1
2416 W 103RD ST,18,2016,4,1302,1122,65,12,10,9,4
2416 W 103RD ST,19,2016,5,1423,1221,99,22,19,16,1
2416 W 103RD ST,20,2016,6,1493,1281,60,10,10,8,2
2416 W 103RD ST,21,2016,7,1528,1308,27,8,8,6,2
2416 W 103RD ST,22,2016,8,1566,1335,27,11,11,10,4
2416 W 103RD ST,23,2016,9,1612,1371,36,10,10,10,4
2416 W 103RD ST,24,2016,10,1651,1406,35,4,3,2,0
2416 W 103RD ST,25,2016,11,1706,1449,43,12,8,4,1
2416 W 103RD ST,26,2016,12,1744,1481,32,6,3,0,0
2416 W 103RD ST,27,2017,1,1801,1527,46,11,8,3,0
2416 W 103RD ST,28,2017,2,1882,1596,69,12,10,6,1
2416 W 103RD ST,29,2017,3,1955,1660,64,9,7,4,1
2416 W 103RD ST,30,2017,4,2000,1697,37,8,5,5,1
2416 W 103RD ST,31,2017,5,2066,1753,56,10,8,6,1
2416 W 103RD ST,32,2017,6,2104,1787,34,4,3,3,0
2416 W 103RD ST,33,2017,7,2169,1841,54,11,7,6,1
2416 W 103RD ST,34,2017,8,2229,1890,49,11,10,9,3
2416 W 103RD ST,35,2017,9,2247,1905,15,3,3,3,1
2416 W 103RD ST,36,2017,10,2264,1919,14,3,2,1,0
2416 W 103RD ST,37,2017,11,2291,1942,23,4,3,1,0
2416 W 103RD ST,38,2017,12,2307,1954,12,4,3,3,1
2416 W 103RD ST,39,2018,1,2328,1972,18,3,2,1,0
2416 W 103RD ST,40,2018,2,2339,1983,11,0,0,0,0
2416 W 103RD ST,41,2018,3,2381,2021,38,4,2,1,1
2416 W 103RD ST,42,2018,4,2419,2055,34,4,2,2,1
2416 W 103RD ST,42,2018,5,2419,2055,0,0,0,0,0
2417 W 103RD ST,1,2014,11,1,1,1,0,0,0,0
2417 W 103RD ST,2,2014,12,12,12,11,0,0,0,0
2417 W 103RD ST,3,2015,1,17,17,5,0,0,0,0
2417 W 103RD ST,4,2015,2,21,21,4,0,0,0,0
2417 W 103RD ST,5,2015,3,28,28,7,0,0,0,0
2417 W 103RD ST,6,2015,4,35,35,7,0,0,0,0
2417 W 103RD ST,7,2015,5,45,44,9,1,1,1,1
2417 W 103RD ST,8,2015,6,53,52,8,0,0,0,0
2417 W 103RD ST,9,2015,7,72,70,18,1,1,1,0
2417 W 103RD ST,10,2015,8,101,92,22,7,7,7,2
2417 W 103RD ST,11,2015,9,127,117,25,1,1,1,1
2417 W 103RD ST,12,2015,10,151,140,23,1,1,1,0
2417 W 103RD ST,13,2015,11,168,155,15,2,2,1,0
2417 W 103RD ST,14,2015,12,187,174,19,0,0,0,0
2417 W 103RD ST,15,2016,1,229,214,40,2,2,2,0
2417 W 103RD ST,16,2016,2,275,250,36,10,10,7,2
2417 W 103RD ST,17,2016,3,314,288,38,1,1,1,0
2417 W 103RD ST,18,2016,4,358,329,41,3,3,2,0
2417 W 103RD ST,19,2016,5,391,362,33,0,0,0,0
2417 W 103RD ST,20,2016,6,421,390,28,2,2,2,0
2417 W 103RD ST,21,2016,7,426,393,3,2,1,1,0
2417 W 103RD ST,22,2016,8,427,394,1,0,0,0,0
2417 W 103RD ST,23,2016,9,434,400,6,1,0,0,0
2417 W 103RD ST,24,2016,10,487,441,41,12,11,7,2
2417 W 103RD ST,25,2016,11,545,489,48,10,8,7,3
2417 W 103RD ST,26,2016,12,586,519,30,11,11,9,0
2417 W 103RD ST,27,2017,1,612,541,22,4,4,2,1
2417 W 103RD ST,28,2017,2,642,569,28,2,2,2,0
2417 W 103RD ST,29,2017,3,659,584,15,2,2,1,1
2417 W 103RD ST,30,2017,4,700,619,35,6,4,2,1
2417 W 103RD ST,31,2017,5,725,636,17,8,4,4,0
2417 W 103RD ST,32,2017,6,760,663,27,8,7,5,3
2417 W 103RD ST,33,2017,7,788,686,23,5,4,3,0
2417 W 103RD ST,34,2017,8,822,715,29,5,3,3,0
2417 W 103RD ST,35,2017,9,848,737,22,4,3,3,3
2417 W 103RD ST,36,2017,10,856,742,5,3,1,1,0
2417 W 103RD ST,37,2017,11,882,763,21,5,3,3,1
2417 W 103RD ST,38,2017,12,924,799,36,6,4,3,0
2417 W 103RD ST,39,2018,1,965,830,31,10,8,7,0
2417 W 103RD ST,40,2018,2,987,851,21,1,1,1,0
2417 W 103RD ST,41,2018,3,1015,874,23,5,4,3,0
2417 W 103RD ST,42,2018,4,1026,884,10,1,1,1,0
2417 W 103RD ST,42,2018,5,1026,884,0,0,0,0,0
2432 N ASHLAND,1,2014,3,68,67,67,1,1,1,1
2432 N ASHLAND,2,2014,4,214,209,142,4,4,4,2
2432 N ASHLAND,3,2014,5,388,377,168,6,6,6,3
2432 N ASHLAND,4,2014,6,498,479,102,8,8,8,4
2432 N ASHLAND,5,2014,7,638,612,133,7,7,7,2
2432 N ASHLAND,6,2014,8,788,754,142,8,8,8,2
2432 N ASHLAND,7,2014,9,898,849,95,15,15,15,1
2432 N ASHLAND,8,2014,10,1024,967,118,8,8,8,0
2432 N ASHLAND,9,2014,11,1156,1092,125,7,7,6,0
2432 N ASHLAND,10,2014,12,1324,1248,156,12,12,10,2
2432 N ASHLAND,11,2015,1,1412,1329,81,7,7,5,0
2432 N ASHLAND,12,2015,2,1499,1410,81,6,6,6,1
2432 N ASHLAND,13,2015,3,1642,1544,134,9,9,6,2
2432 N ASHLAND,14,2015,4,1809,1696,152,15,15,10,2
2432 N ASHLAND,15,2015,5,2001,1871,175,17,16,12,4
2432 N ASHLAND,16,2015,6,2130,1980,109,20,20,15,5
2432 N ASHLAND,17,2015,7,2297,2127,147,20,19,17,7
2432 N ASHLAND,18,2015,8,2426,2244,117,12,12,10,2
2432 N ASHLAND,19,2015,9,2621,2420,176,19,16,13,0
2432 N ASHLAND,20,2015,10,2692,2485,65,6,5,5,1
2432 N ASHLAND,21,2015,11,2899,2676,191,16,15,13,5
2432 N ASHLAND,22,2015,12,3099,2852,176,24,19,13,0
2432 N ASHLAND,23,2016,1,3241,2979,127,15,11,10,4
2432 N ASHLAND,24,2016,2,3366,3098,119,6,4,2,0
2432 N ASHLAND,25,2016,3,3484,3201,103,15,9,7,2
2432 N ASHLAND,26,2016,4,3601,3307,106,11,11,8,1
2432 N ASHLAND,27,2016,5,3704,3402,95,8,8,5,1
2432 N ASHLAND,28,2016,6,3811,3501,99,8,7,3,1
2432 N ASHLAND,29,2016,7,3929,3605,104,14,10,7,3
2432 N ASHLAND,30,2016,8,4015,3678,73,13,9,5,0
2432 N ASHLAND,31,2016,9,4091,3743,65,11,7,7,0
2432 N ASHLAND,32,2016,10,4193,3832,89,13,10,7,2
2432 N ASHLAND,33,2016,11,4300,3929,97,10,5,3,0
2432 N ASHLAND,34,2016,12,4512,4117,188,24,12,8,3
2432 N ASHLAND,35,2017,1,4726,4304,187,27,19,14,2
2432 N ASHLAND,36,2017,2,4882,4437,133,23,18,13,1
2432 N ASHLAND,37,2017,3,5039,4579,142,15,14,10,2
2432 N ASHLAND,38,2017,4,5227,4746,167,21,17,13,1
2432 N ASHLAND,39,2017,5,5352,4861,115,10,8,7,0
2432 N ASHLAND,40,2017,6,5445,4949,88,5,3,2,0
2432 N ASHLAND,41,2017,7,5584,5079,130,9,8,7,0
2432 N ASHLAND,42,2017,8,5669,5155,76,9,4,3,1
2432 N ASHLAND,43,2017,9,5757,5236,81,7,4,3,0
2432 N ASHLAND,44,2017,10,5864,5326,90,17,10,7,2
2432 N ASHLAND,45,2017,11,5968,5411,85,19,13,9,1
2432 N ASHLAND,46,2017,12,6080,5507,96,16,10,5,2
2432 N ASHLAND,47,2018,1,6203,5617,110,13,8,7,0
2432 N ASHLAND,48,2018,2,6278,5684,67,8,4,4,1
2432 N ASHLAND,49,2018,3,6393,5783,99,16,12,7,1
2432 N ASHLAND,50,2018,4,6500,5875,92,15,10,7,1
2432 N ASHLAND,50,2018,5,6500,5875,0,0,0,0,0
2440 W 51ST ST,1,2014,4,53,49,49,4,4,4,4
2440 W 51ST ST,2,2014,5,204,187,138,13,13,13,12
2440 W 51ST ST,3,2014,6,273,252,65,4,4,4,0
2440 W 51ST ST,4,2014,7,386,361,109,4,4,4,1
2440 W 51ST ST,4,2014,8,386,361,0,0,0,0,0
2440 W 51ST ST,5,2014,9,450,421,60,4,4,4,1
2440 W 51ST ST,6,2014,10,489,458,37,2,2,2,0
2440 W 51ST ST,7,2014,11,498,466,8,1,1,1,0
2440 W 51ST ST,8,2014,12,502,470,4,0,0,0,0
2440 W 51ST ST,9,2015,1,504,471,1,1,1,1,0
2440 W 51ST ST,10,2015,2,507,473,2,1,1,0,0
2440 W 51ST ST,11,2015,3,516,480,7,2,2,1,0
2440 W 51ST ST,12,2015,4,535,499,19,0,0,0,0
2440 W 51ST ST,13,2015,5,576,536,37,4,4,3,1
2440 W 51ST ST,14,2015,6,610,566,30,4,4,3,2
2440 W 51ST ST,15,2015,7,680,630,64,6,6,4,3
2440 W 51ST ST,15,2015,8,680,630,0,0,0,0,0
2440 W 51ST ST,16,2015,9,730,676,46,4,4,4,2
2440 W 51ST ST,17,2015,10,770,714,38,2,2,2,0
2440 W 51ST ST,18,2015,11,784,727,13,1,0,0,0
2440 W 51ST ST,19,2015,12,786,729,2,0,0,0,0
2440 W 51ST ST,19,2016,1,786,729,0,0,0,0,0
2440 W 51ST ST,20,2016,2,791,734,5,0,0,0,0
2440 W 51ST ST,21,2016,3,796,738,4,1,1,1,0
2440 W 51ST ST,22,2016,4,800,742,4,0,0,0,0
2440 W 51ST ST,23,2016,5,834,773,31,3,3,2,0
2440 W 51ST ST,24,2016,6,857,794,21,2,2,2,0
2440 W 51ST ST,25,2016,7,896,830,36,3,3,2,1
2440 W 51ST ST,26,2016,8,909,842,12,1,1,1,0
2440 W 51ST ST,27,2016,9,929,861,19,1,1,0,0
2440 W 51ST ST,28,2016,10,946,878,17,0,0,0,0
2440 W 51ST ST,29,2016,11,959,888,10,3,3,3,1
2440 W 51ST ST,30,2016,12,967,896,8,0,0,0,0
2440 W 51ST ST,31,2017,1,969,898,2,0,0,0,0
2440 W 51ST ST,32,2017,2,982,911,13,0,0,0,0
2440 W 51ST ST,33,2017,3,995,924,13,0,0,0,0
2440 W 51ST ST,34,2017,4,1010,938,14,1,0,0,0
2440 W 51ST ST,35,2017,5,1035,962,24,1,1,1,1
2440 W 51ST ST,36,2017,6,1063,987,25,3,3,2,2
2440 W 51ST ST,37,2017,7,1104,1026,39,2,2,1,0
2440 W 51ST ST,38,2017,8,1111,1033,7,0,0,0,0
2440 W 51ST ST,39,2017,9,1136,1056,23,2,1,1,1
2440 W 51ST ST,40,2017,10,1153,1073,17,0,0,0,0
2440 W 51ST ST,41,2017,11,1170,1088,15,2,2,1,0
2440 W 51ST ST,42,2017,12,1180,1097,9,1,0,0,0
2440 W 51ST ST,43,2018,1,1187,1104,7,0,0,0,0
2440 W 51ST ST,44,2018,2,1189,1106,2,0,0,0,0
2440 W 51ST ST,45,2018,3,1195,1111,5,1,1,0,0
2440 W 51ST ST,46,2018,4,1211,1124,13,3,2,1,1
2440 W 51ST ST,46,2018,5,1211,1124,0,0,0,0,0
2443 N ASHLAND,1,2014,3,399,367,367,32,32,32,32
2443 N ASHLAND,2,2014,4,1069,946,579,91,91,91,49
2443 N ASHLAND,3,2014,5,1920,1677,731,120,120,120,45
2443 N ASHLAND,4,2014,6,2666,2320,643,103,103,103,36
2443 N ASHLAND,5,2014,7,3490,3025,705,119,119,119,32
2443 N ASHLAND,6,2014,8,4275,3704,679,106,106,106,31
2443 N ASHLAND,7,2014,9,5028,4343,639,114,114,114,23
2443 N ASHLAND,8,2014,10,5739,4946,603,108,108,103,17
2443 N ASHLAND,9,2014,11,6518,5603,657,122,122,109,17
2443 N ASHLAND,10,2014,12,7401,6370,767,116,116,106,21
2443 N ASHLAND,11,2015,1,8039,6898,528,110,110,92,11
2443 N ASHLAND,12,2015,2,8416,7209,311,66,66,52,7
2443 N ASHLAND,13,2015,3,9282,7922,713,153,153,122,25
2443 N ASHLAND,14,2015,4,10286,8741,819,185,184,141,27
2443 N ASHLAND,15,2015,5,11165,9465,724,155,150,119,16
2443 N ASHLAND,16,2015,6,11979,10135,670,144,138,108,19
2443 N ASHLAND,17,2015,7,12925,10911,776,170,155,122,28
2443 N ASHLAND,18,2015,8,13847,11649,738,184,173,141,30
2443 N ASHLAND,19,2015,9,14641,12301,652,142,133,107,19
2443 N ASHLAND,20,2015,10,15182,12733,432,109,93,74,8
2443 N ASHLAND,21,2015,11,15906,13307,574,150,128,96,21
2443 N ASHLAND,22,2015,12,16653,13918,611,136,111,76,9
2443 N ASHLAND,23,2016,1,17445,14556,638,154,129,99,26
2443 N ASHLAND,24,2016,2,18130,15106,550,135,113,88,17
2443 N ASHLAND,25,2016,3,18941,15746,640,171,149,110,13
2443 N ASHLAND,26,2016,4,19680,16345,599,140,122,96,18
2443 N ASHLAND,27,2016,5,20387,16908,563,144,112,90,19
2443 N ASHLAND,28,2016,6,21078,17462,554,137,112,87,18
2443 N ASHLAND,29,2016,7,21983,18166,704,201,171,141,34
2443 N ASHLAND,30,2016,8,22716,18726,560,173,139,104,21
2443 N ASHLAND,31,2016,9,23411,19275,549,146,114,92,16
2443 N ASHLAND,32,2016,10,24190,19886,611,168,128,107,21
2443 N ASHLAND,33,2016,11,24920,20450,564,166,124,86,12
2443 N ASHLAND,34,2016,12,25468,20904,454,94,70,49,9
2443 N ASHLAND,35,2017,1,26032,21361,457,107,77,54,8
2443 N ASHLAND,36,2017,2,26654,21854,493,129,94,77,10
2443 N ASHLAND,37,2017,3,27267,22339,485,128,92,75,13
2443 N ASHLAND,38,2017,4,27867,22823,484,116,82,58,9
2443 N ASHLAND,39,2017,5,28476,23312,489,120,92,75,20
2443 N ASHLAND,40,2017,6,28982,23706,394,112,87,56,9
2443 N ASHLAND,41,2017,7,29653,24256,550,121,85,59,14
2443 N ASHLAND,42,2017,8,30349,24831,575,121,93,72,17
2443 N ASHLAND,43,2017,9,31038,25366,535,154,117,90,16
2443 N ASHLAND,44,2017,10,31665,25857,491,136,104,84,10
2443 N ASHLAND,45,2017,11,32190,26258,401,124,86,63,9
2443 N ASHLAND,46,2017,12,32742,26694,436,116,75,58,11
2443 N ASHLAND,47,2018,1,33232,27068,374,116,84,63,4
2443 N ASHLAND,48,2018,2,33692,27437,369,91,56,45,8
2443 N ASHLAND,49,2018,3,34275,27887,450,133,88,66,8
2443 N ASHLAND,50,2018,4,34730,28252,365,90,65,49,9
2443 N ASHLAND,50,2018,5,34730,28252,0,0,0,0,0
2445 W 51ST ST,1,2014,4,28,26,26,2,2,2,2
2445 W 51ST ST,2,2014,5,75,71,45,2,2,2,2
2445 W 51ST ST,3,2014,6,121,116,45,1,1,1,0
2445 W 51ST ST,4,2014,7,171,164,48,2,2,2,1
2445 W 51ST ST,4,2014,8,171,164,0,0,0,0,0
2445 W 51ST ST,5,2014,9,219,210,46,2,2,2,1
2445 W 51ST ST,6,2014,10,248,237,27,2,2,2,0
2445 W 51ST ST,7,2014,11,261,250,13,0,0,0,0
2445 W 51ST ST,8,2014,12,270,259,9,0,0,0,0
2445 W 51ST ST,9,2015,1,279,268,9,0,0,0,0
2445 W 51ST ST,10,2015,2,285,274,6,0,0,0,0
2445 W 51ST ST,11,2015,3,303,292,18,0,0,0,0
2445 W 51ST ST,12,2015,4,322,310,18,1,1,0,0
2445 W 51ST ST,13,2015,5,345,333,23,0,0,0,0
2445 W 51ST ST,14,2015,6,371,357,24,2,2,1,0
2445 W 51ST ST,15,2015,7,407,390,33,3,3,3,0
2445 W 51ST ST,15,2015,8,407,390,0,0,0,0,0
2445 W 51ST ST,16,2015,9,424,407,17,0,0,0,0
2445 W 51ST ST,17,2015,10,450,432,25,1,1,1,0
2445 W 51ST ST,18,2015,11,456,438,6,0,0,0,0
2445 W 51ST ST,19,2015,12,458,440,2,0,0,0,0
2445 W 51ST ST,19,2016,1,458,440,0,0,0,0,0
2445 W 51ST ST,20,2016,2,460,442,2,0,0,0,0
2445 W 51ST ST,21,2016,3,461,443,1,0,0,0,0
2445 W 51ST ST,22,2016,4,464,446,3,0,0,0,0
2445 W 51ST ST,23,2016,5,475,457,11,0,0,0,0
2445 W 51ST ST,24,2016,6,483,465,8,0,0,0,0
2445 W 51ST ST,25,2016,7,499,481,16,0,0,0,0
2445 W 51ST ST,26,2016,8,503,485,4,0,0,0,0
2445 W 51ST ST,27,2016,9,510,492,7,0,0,0,0
2445 W 51ST ST,28,2016,10,524,506,14,0,0,0,0
2445 W 51ST ST,29,2016,11,529,510,4,1,0,0,0
2445 W 51ST ST,30,2016,12,532,513,3,0,0,0,0
2445 W 51ST ST,31,2017,1,540,521,8,0,0,0,0
2445 W 51ST ST,32,2017,2,545,526,5,0,0,0,0
2445 W 51ST ST,33,2017,3,552,533,7,0,0,0,0
2445 W 51ST ST,34,2017,4,557,538,5,0,0,0,0
2445 W 51ST ST,35,2017,5,561,542,4,0,0,0,0
2445 W 51ST ST,36,2017,6,565,546,4,0,0,0,0
2445 W 51ST ST,37,2017,7,577,558,12,0,0,0,0
2445 W 51ST ST,38,2017,8,578,559,1,0,0,0,0
2445 W 51ST ST,39,2017,9,590,571,12,0,0,0,0
2445 W 51ST ST,40,2017,10,606,587,16,0,0,0,0
2445 W 51ST ST,41,2017,11,615,595,8,1,1,1,0
2445 W 51ST ST,42,2017,12,621,601,6,0,0,0,0
2445 W 51ST ST,43,2018,1,624,604,3,0,0,0,0
2445 W 51ST ST,44,2018,2,628,608,4,0,0,0,0
2445 W 51ST ST,45,2018,3,635,615,7,0,0,0,0
2445 W 51ST ST,46,2018,4,642,622,7,0,0,0,0
2445 W 51ST ST,46,2018,5,642,622,0,0,0,0,0
2448 N CLYBOURN AVE,1,2014,5,181,174,174,7,7,7,7
2448 N CLYBOURN AVE,2,2014,6,498,465,291,26,26,26,9
2448 N CLYBOURN AVE,3,2014,7,834,768,303,33,33,33,14
2448 N CLYBOURN AVE,4,2014,8,1125,1026,258,33,33,33,9
2448 N CLYBOURN AVE,5,2014,9,1444,1313,287,32,32,32,7
2448 N CLYBOURN AVE,6,2014,10,1675,1519,206,25,25,25,0
2448 N CLYBOURN AVE,7,2014,11,1935,1748,229,31,31,31,6
2448 N CLYBOURN AVE,8,2014,12,2188,1964,216,37,37,36,4
2448 N CLYBOURN AVE,9,2015,1,2288,2058,94,6,6,5,1
2448 N CLYBOURN AVE,10,2015,2,2332,2098,40,4,4,3,0
2448 N CLYBOURN AVE,11,2015,3,2427,2179,81,14,14,13,2
2448 N CLYBOURN AVE,12,2015,4,2481,2232,53,1,1,1,0
2448 N CLYBOURN AVE,13,2015,5,2612,2345,113,18,18,13,1
2448 N CLYBOURN AVE,14,2015,6,2855,2561,216,27,25,19,6
2448 N CLYBOURN AVE,15,2015,7,3156,2841,280,21,18,11,2
2448 N CLYBOURN AVE,16,2015,8,3431,3079,238,37,34,19,7
2448 N CLYBOURN AVE,17,2015,9,3716,3332,253,32,30,24,5
2448 N CLYBOURN AVE,18,2015,10,3881,3471,139,26,23,17,2
2448 N CLYBOURN AVE,19,2015,11,4066,3629,158,27,20,19,5
2448 N CLYBOURN AVE,20,2015,12,4300,3845,216,18,15,13,3
2448 N CLYBOURN AVE,21,2016,1,4544,4055,210,34,24,18,4
2448 N CLYBOURN AVE,22,2016,2,4800,4274,219,37,32,26,0
2448 N CLYBOURN AVE,23,2016,3,5173,4608,334,39,32,23,6
2448 N CLYBOURN AVE,24,2016,4,5451,4844,236,42,36,26,3
2448 N CLYBOURN AVE,25,2016,5,5787,5139,295,41,35,26,11
2448 N CLYBOURN AVE,26,2016,6,6079,5389,250,42,34,27,7
2448 N CLYBOURN AVE,27,2016,7,6317,5592,203,35,28,25,8
2448 N CLYBOURN AVE,28,2016,8,6526,5766,174,35,25,17,1
2448 N CLYBOURN AVE,29,2016,9,6806,6005,239,41,34,24,2
2448 N CLYBOURN AVE,30,2016,10,7065,6221,216,43,32,24,4
2448 N CLYBOURN AVE,31,2016,11,7305,6428,207,33,27,20,2
2448 N CLYBOURN AVE,32,2016,12,7535,6622,194,36,25,19,3
2448 N CLYBOURN AVE,33,2017,1,7782,6829,207,40,33,24,4
2448 N CLYBOURN AVE,34,2017,2,8072,7083,254,36,27,22,5
2448 N CLYBOURN AVE,35,2017,3,8385,7344,261,52,38,28,6
2448 N CLYBOURN AVE,36,2017,4,8741,7644,300,56,36,23,7
2448 N CLYBOURN AVE,37,2017,5,9110,7950,306,63,40,29,2
2448 N CLYBOURN AVE,38,2017,6,9400,8204,254,36,24,20,2
2448 N CLYBOURN AVE,39,2017,7,9705,8461,257,48,32,27,6
2448 N CLYBOURN AVE,40,2017,8,10055,8754,293,57,44,33,5
2448 N CLYBOURN AVE,41,2017,9,10360,9016,262,43,33,30,6
2448 N CLYBOURN AVE,42,2017,10,10689,9289,273,56,37,30,1
2448 N CLYBOURN AVE,43,2017,11,10990,9542,253,48,33,21,4
2448 N CLYBOURN AVE,44,2017,12,11163,9685,143,30,22,20,1
2448 N CLYBOURN AVE,45,2018,1,11336,9824,139,34,24,20,0
2448 N CLYBOURN AVE,46,2018,2,11489,9939,115,38,29,21,0
2448 N CLYBOURN AVE,47,2018,3,11680,10103,164,27,16,8,1
2448 N CLYBOURN AVE,48,2018,4,11879,10264,161,38,28,23,5
2448 N CLYBOURN AVE,48,2018,5,11879,10264,0,0,0,0,0
2513 W 55TH,1,2014,3,485,461,461,24,24,24,24
2513 W 55TH,2,2014,4,1086,995,534,67,67,67,35
2513 W 55TH,3,2014,5,1610,1475,480,44,44,44,19
2513 W 55TH,4,2014,6,2091,1902,427,54,54,54,18
2513 W 55TH,5,2014,7,2474,2252,350,33,33,33,7
2513 W 55TH,6,2014,8,2892,2616,364,54,54,54,18
2513 W 55TH,7,2014,9,3304,2983,367,45,45,45,11
2513 W 55TH,8,2014,10,3625,3266,283,38,38,37,6
2513 W 55TH,9,2014,11,4027,3626,360,42,42,40,8
2513 W 55TH,10,2014,12,4339,3916,290,22,22,17,2
2513 W 55TH,11,2015,1,4550,4111,195,16,16,12,3
2513 W 55TH,12,2015,2,4701,4247,136,15,15,12,2
2513 W 55TH,13,2015,3,4976,4500,253,22,22,19,8
2513 W 55TH,14,2015,4,5281,4780,280,25,25,17,5
2513 W 55TH,15,2015,5,5535,5009,229,25,25,21,1
2513 W 55TH,16,2015,6,5731,5177,168,28,26,17,4
2513 W 55TH,17,2015,7,5999,5414,237,31,29,26,14
2513 W 55TH,18,2015,8,6311,5685,271,41,38,31,10
2513 W 55TH,19,2015,9,6574,5925,240,23,21,18,7
2513 W 55TH,20,2015,10,6843,6168,243,26,21,16,10
2513 W 55TH,21,2015,11,7141,6436,268,30,24,20,7
2513 W 55TH,22,2015,12,7468,6737,301,26,19,17,5
2513 W 55TH,23,2016,1,7727,6979,242,17,10,9,1
2513 W 55TH,24,2016,2,7996,7220,241,28,23,19,4
2513 W 55TH,25,2016,3,8284,7474,254,34,29,24,5
2513 W 55TH,26,2016,4,8667,7811,337,46,41,31,4
2513 W 55TH,27,2016,5,9008,8133,322,19,15,12,2
2513 W 55TH,28,2016,6,9297,8387,254,35,32,28,10
2513 W 55TH,29,2016,7,9676,8712,325,54,46,42,16
2513 W 55TH,30,2016,8,10070,9058,346,48,42,31,9
2513 W 55TH,31,2016,9,10342,9298,240,32,27,23,4
2513 W 55TH,32,2016,10,10664,9572,274,48,43,38,11
